Frame Number,X,Y,Z,velocity,snr,target_id
84,-0.85869926,0.43705055,0.3086431,-0.48720002,36.0,3
84,-0.74208874,0.36840326,0.31185076,-0.13916,28.64,3
84,-0.7966623,0.42574552,0.28934813,-0.13916,156.23999,3
84,-0.8497871,0.45413604,0.3086431,-0.48720002,30.119999,3
84,-0.73457277,0.38317034,0.31185076,-0.13916,30.0,3
84,-0.7879886,0.4415925,0.28934813,-0.13916,147.12,3
84,-0.84053504,0.4710398,0.3086431,-0.48720002,25.24,3
84,-0.7227488,0.40503183,0.31185076,-0.13916,30.359999,3
84,-0.77899975,0.45726293,0.28934813,-0.13916,124.88,3
84,-0.8309468,0.48775518,0.3086431,-0.48720002,21.119999,3
84,-0.7183725,0.44122544,0.27005315,-0.13916,29.64,3
84,-0.7696993,0.47275043,0.28934813,-0.13916,99.119995,3
84,-0.70940495,0.45550364,0.27005315,-0.13916,27.64,3
84,-0.760091,0.4880488,0.28934813,-0.13916,76.52,3
84,-0.7001535,0.46959975,0.27005315,-0.13916,25.0,3
84,-0.75017864,0.503152,0.28934813,-0.13916,58.76,3
84,-3.7766247,1.254872,5.9334884,0.13916,5.52,254
84,-0.35455626,0.33752632,0.4940507,0.55664,8.639999,0
84,-0.34773526,0.34454948,0.4940507,0.55664,8.76,0
84,-3.5983274,2.5732067,5.690546,0.13916,5.12,254
84,-0.3407752,0.35143483,0.4940507,0.13916,8.5199995,0
84,-0.33367884,0.35817957,0.4940507,0.13916,7.7599998,0
84,-0.32644895,0.3647811,0.4940507,0.13916,6.64,0
84,-0.31908855,0.37123665,0.4940507,0.13916,5.64,0
84,-0.7630551,1.0688409,-1.6213604,0.20888,10.24,255
84,-0.3169086,0.5286836,-0.8804262,0.41748002,14.639999,2
84,-0.30627227,0.5349156,-0.8804262,0.41748002,15.36,2
84,-0.24593373,0.3836908,-0.75892395,0.34804,61.76,2
84,-0.2607997,0.47739065,-0.7770032,0.41748002,97.36,2
84,-0.27819094,0.5092251,-0.8288172,0.41748002,63.76,2
84,-0.29551342,0.54093367,-0.8804262,0.41748002,15.5199995,2
84,-0.23431407,0.39089507,-0.75892395,0.34804,83.88,2
84,-0.25120038,0.4825108,-0.7770032,0.41748002,131.52,2
84,-0.2679515,0.5146867,-0.8288172,0.41748002,80.64,2
84,-0.28463638,0.54673535,-0.8804262,0.41748002,14.88,2
84,-0.5693389,1.0935978,-1.7610571,0.20888,10.0,255
84,-0.6001768,0.789494,-2.0488536,0.41748002,5.64,255
84,-0.22644983,0.39550287,-0.75892395,0.34804,113.52,2
84,-0.24150056,0.487438,-0.7770032,0.41748002,175.64,2
84,-0.25760484,0.5199424,-0.8288172,0.41748002,97.88,2
84,-0.20288384,0.37137637,-0.70469975,0.34804,10.88,2
84,-0.21849503,0.39995247,-0.75892395,0.34804,144.23999,2
84,-0.23410623,0.42852855,-0.8131481,0.41748002,221.64,2
84,-0.24715517,0.5249902,-0.8288172,0.41748002,111.0,2
84,-0.19541623,0.3753595,-0.70469975,0.34804,14.0,2
84,-0.21045281,0.40424207,-0.75892395,0.41748002,157.87999,2
84,-0.22114694,0.43535787,-0.8131481,0.41748002,247.51999,2
84,-0.23589398,0.4643894,-0.86737233,0.41748002,115.36,2
84,-0.18787044,0.3791925,-0.70469975,0.34804,17.359999,2
84,-0.19823267,0.41037285,-0.75892395,0.41748002,141.52,2
84,-0.21239614,0.43969345,-0.8131481,0.41748002,233.64,2
84,-0.22655962,0.4690141,-0.86737233,0.41748002,109.88,2
84,-0.17641184,0.38465714,-0.70469975,0.34804,20.0,2
84,-0.18998611,0.41425514,-0.75892395,0.41748002,109.119995,2
84,-0.20356037,0.44385314,-0.8131481,0.41748002,191.0,2
84,-0.21713465,0.4734512,-0.86737233,0.41748002,97.52,2
84,-0.16868393,0.38810822,-0.70469975,0.34804,21.0,2
84,-0.18166356,0.41797176,-0.75892395,0.41748002,79.0,2
84,-0.1946432,0.4478353,-0.8131481,0.41748002,144.52,2
84,-0.20762284,0.4776989,-0.86737233,0.41748002,83.0,2
84,-0.16088855,0.39140403,-0.70469975,0.34804,20.24,2
84,-0.17326836,0.4215212,-0.75892395,0.41748002,56.76,2
84,-0.18564816,0.45163834,-0.8131481,0.41748002,107.0,2
84,-0.19802797,0.48175552,-0.86737233,0.41748002,69.24,2
84,-0.42803934,0.8639427,-1.9919223,0.48720002,8.36,255
84,-0.15302883,0.39454332,-0.70469975,0.34804,18.24,2
84,-0.16480385,0.42490202,-0.75892395,0.41748002,41.52,2
84,-0.17657888,0.45526072,-0.8131481,0.41748002,79.64,2
84,-0.18835391,0.4856195,-0.86737233,0.41748002,57.52,2
84,-0.14510788,0.3975248,-0.70469975,0.34804,15.88,2
84,-0.15627341,0.42811292,-0.75892395,0.41748002,31.119999,2
84,-0.16743895,0.45870104,-0.8131481,0.41748002,60.359997,2
84,-0.17562142,0.48111704,-0.87253755,0.41748002,48.0,2
84,-0.13712887,0.40034726,-0.70469975,0.34804,13.36,2
84,-0.14768046,0.43115255,-0.75892395,0.41748002,24.0,2
84,-0.15823205,0.46195787,-0.8131481,0.41748002,46.76,2
84,-0.12909505,0.4030096,-0.70469975,0.34804,11.24,2
84,-0.1367064,0.4267707,-0.76344335,0.41748002,18.88,2
84,-0.14896186,0.4650299,-0.8131481,0.41748002,36.88,2
84,-0.12100957,0.40551072,-0.70469975,0.34804,9.5199995,2
84,-0.1128757,0.40784967,-0.70469975,0.34804,8.0,2
84,0.15097253,0.5675199,1.047917,0.27832,7.64,255
84,0.34458762,0.81502634,0.71556646,-0.48720002,12.24,255
85,-0.7966623,0.42574552,0.28934813,-0.41748002,5.12,3
85,-0.7879886,0.4415925,0.28934813,-0.41748002,6.0,3
85,-0.77899975,0.45726293,0.28934813,-0.41748002,6.8799996,3
85,-0.7696993,0.47275043,0.28934813,-0.41748002,8.12,3
85,-0.7591881,0.5091948,0.25299475,-0.41748002,9.5199995,3
85,-0.74885315,0.5242757,0.25299475,-0.41748002,11.0,3
85,-0.73821855,0.5391469,0.25299475,-0.41748002,12.759999,3
85,-0.72728866,0.5538025,0.25299475,-0.13916,14.5199995,3
85,-0.72171444,0.56104755,0.25299475,-0.13916,16.24,3
85,-0.71034986,0.5753687,0.25299475,-0.13916,17.64,3
85,-0.6987012,0.58945966,0.25299475,-0.13916,18.52,3
85,-0.69277173,0.5964171,0.25299475,-0.13916,18.76,3
85,-0.6807056,0.6101523,0.25299475,-0.13916,18.52,3
85,-0.41712767,0.25620043,0.4940507,0.20888,5.24,0
85,-0.40925512,0.2685971,0.4940507,0.20888,6.12,0
85,-0.4010143,0.28075206,0.4940507,0.20888,6.7599998,0
85,-0.39531943,0.28871563,0.4940507,0.20888,7.0,0
85,-0.3894664,0.29656377,0.4940507,0.20888,6.8799996,0
85,-0.38039562,0.30811256,0.4940507,0.20888,6.24,0
85,-1.4478706,1.6844937,1.4552777,-0.83496004,8.5199995,255
85,-0.3741577,0.31565833,0.4940507,0.20888,5.52,0
85,-0.6694785,1.892589,2.9931123,4.45312,7.0,254
85,-0.5450501,1.8954684,2.9405837,2.50488,5.64,254
85,0.17044406,2.1260037,0.59027666,-0.48720002,15.5199995,255
85,0.37092537,2.0383928,0.57340586,0.34804,11.0,255
85,0.48290592,1.9733264,0.47567514,-0.62636,6.24,255
85,1.0364368,1.3920426,1.7515537,-0.55664,9.5199995,254
85,1.0913632,1.4062059,1.7964834,-0.55664,5.3599997,254
85,1.080813,1.1601729,1.8049512,-0.62636,8.36,254
85,0.52333325,0.596685,0.724691,0.34804,22.359999,255
85,0.6986143,0.5430899,0.71556646,-0.48720002,6.52,255
86,0.890536,0.32587487,0.5058052,-0.27832,6.24,3
86,-0.8580323,0.36357597,0.39399403,-0.6958,5.12,3
86,0.90571,0.2809594,0.5058052,-0.27832,7.24,3
86,-0.84674054,0.38914946,0.39399403,-0.6958,5.64,3
86,-0.8999101,0.2990162,0.5058052,-0.27832,8.24,3
86,-0.83954144,0.43792444,0.35641345,-0.6958,6.24,3
86,-0.890536,0.32587487,0.5058052,-0.27832,9.5199995,3
86,-0.82602787,0.4629099,0.35641345,-0.6958,7.0,3
86,-0.8803605,0.3524404,0.5058052,-0.27832,10.88,3
86,-0.81660515,0.4793368,0.35641345,-0.6958,7.7599998,3
86,-0.8709612,0.43238083,0.45777848,-0.20888,12.12,3
86,-0.8068557,0.49557194,0.35641345,-0.6958,8.5199995,3
86,-0.86213994,0.44971237,0.45777848,-0.20888,13.36,3
86,-0.7967836,0.51160884,0.35641345,-0.6958,9.24,3
86,-0.84826267,0.47537038,0.45777848,-0.20888,14.24,3
86,-0.7399663,0.518054,0.28934813,0.27832,5.8799996,3
86,-0.7863927,0.52744114,0.35641345,-0.6958,9.88,3
86,-0.8385863,0.49223945,0.45777848,-0.20888,14.759999,3
86,-0.7294579,0.5327487,0.28934813,0.27832,6.8799996,3
86,-0.77810127,0.5682747,0.3086431,-0.6958,10.5199995,3
86,-0.82857436,0.5089116,0.45777848,-0.20888,14.759999,3
86,-0.71865773,0.54723036,0.28934813,0.27832,8.0,3
86,-0.7665809,0.583722,0.3086431,-0.6958,10.88,3
86,-0.81656295,0.5595959,0.4185274,-0.20888,14.36,3
86,-0.7131496,0.5543894,0.28934813,0.27832,9.12,3
86,-0.7607055,0.5913585,0.3086431,-0.6958,11.0,3
86,-0.80520844,0.5758141,0.4185274,-0.20888,13.639999,3
86,-0.7019199,0.56854063,0.28934813,0.27832,10.0,3
86,-0.74872696,0.60645336,0.3086431,-0.6958,10.88,3
86,-0.6904095,0.58246434,0.28934813,0.27832,10.12,3
86,-0.6845504,0.58933926,0.28934813,0.27832,9.639999,3
86,-0.6726275,0.6029115,0.28934813,0.27832,8.5199995,3
86,-0.6620975,0.6302959,0.25299475,0.27832,7.24,3
86,-0.6557616,0.6368852,0.25299475,0.27832,5.8799996,3
86,-0.4678596,0.27462763,0.61755246,-0.41748002,7.24,0
86,-0.42162868,0.32776642,0.53898054,-0.34804,9.88,0
86,-0.4594115,0.2885377,0.61755246,-0.41748002,7.3599997,0
86,-0.41498947,0.33613288,0.53898054,-0.34804,11.12,0
86,-0.4505499,0.3021882,0.61755246,-0.48720002,7.12,0
86,-0.40818426,0.34436488,0.53898054,-0.34804,12.12,0
86,-0.44128293,0.31556666,0.61755246,-0.20888,6.8799996,0
86,-0.40121576,0.35245916,0.53898054,-0.34804,12.5199995,0
86,-0.43488374,0.3243286,0.61755246,-0.20888,6.3599997,0
86,-0.36123544,0.33036816,0.4940507,-0.27832,7.24,0
86,-0.39408684,0.36041242,0.53898054,-0.34804,12.24,0
86,-0.4249597,0.33722726,0.61755246,-0.20888,5.7599998,0
86,-0.35455626,0.33752632,0.4940507,-0.27832,7.7599998,0
86,-0.38680023,0.36822158,0.53898054,-0.27832,11.5199995,0
86,-0.4181306,0.34565842,0.61755246,-0.20888,5.12,0
86,-0.34427243,0.34800956,0.4940507,-0.27832,8.0,0
86,-0.37558118,0.3796582,0.53898054,-0.27832,10.24,0
86,-0.33724388,0.35482493,0.4940507,-0.27832,7.8799996,0
86,-0.3717659,0.38339493,0.53898054,-0.27832,8.88,0
86,-0.3300804,0.3614984,0.4940507,-0.27832,7.3599997,0
86,-0.3640242,0.39075306,0.53898054,-0.27832,7.52,0
86,-0.32644895,0.3647811,0.4940507,-0.27832,6.7599998,0
86,-0.3561368,0.39795494,0.53898054,-0.27832,6.3599997,0
86,-0.31908855,0.37123665,0.4940507,-0.27832,6.0,0
86,-0.34810704,0.4049976,0.53898054,-0.27832,5.52,0
86,-0.3116005,0.37754375,0.4940507,-0.27832,5.3599997,0
86,-1.8279395,3.9857302,5.6406097,-0.27832,5.64,254
86,-1.7750506,5.0179973,4.860099,-0.27832,7.0,254
86,0.24896923,1.7667179,-1.4135193,1.32216,5.0,255
86,0.7496825,1.7248704,-0.24588357,-0.55664,6.8799996,255
86,0.9134017,1.7124523,-0.27350453,1.94824,6.0,255
86,1.233162,1.691314,0.49009466,0.20888,10.88,255
86,1.3117625,1.5573794,-0.45533615,-0.6958,8.5199995,255
86,1.4165491,1.6480533,0.41794476,-0.62636,9.24,255
87,-1.638916,1.1231599,0.38210878,0.20888,5.0,255
87,-1.6161267,1.1557113,0.38210878,0.20888,5.24,255
87,-1.5926907,1.1878004,0.38210878,0.20888,5.64,255
87,-1.6405987,1.1981868,0.47567514,-0.6958,5.0,255
87,-1.5660733,1.3212185,0.3940541,-0.6958,5.0,255
87,-0.43846637,0.21767268,0.4940507,0.41748002,5.8799996,0
87,-0.42941105,0.23503256,0.4940507,0.41748002,7.52,0
87,-0.4684362,0.30743808,0.511616,0.34804,5.24,0
87,-0.42216793,0.24780719,0.4940507,0.41748002,9.88,0
87,-0.46219417,0.3167447,0.511616,-0.55664,5.3599997,0
87,-0.41454488,0.2603588,0.4940507,0.41748002,12.759999,0
87,-0.4524853,0.33046588,0.511616,-0.27832,5.0,0
87,-0.40654874,0.27267614,0.4940507,0.41748002,15.88,0
87,-0.40232053,0.3192619,0.46896726,0.41748002,17.64,0
87,-0.62386113,0.21424319,0.8485192,-0.97412,6.12,0
87,-0.39585525,0.32724392,0.46896726,-0.55664,16.64,0
87,-0.38586125,0.33897057,0.46896726,0.13916,13.759999,0
87,-0.37900516,0.34661946,0.46896726,0.13916,10.639999,0
87,-0.37199742,0.35412976,0.46896726,0.13916,8.24,0
87,-0.57862186,0.31670114,0.8485192,-0.97412,5.7599998,0
87,-1.4991198,1.7798178,1.5246027,-0.27832,8.12,254
87,-0.368154,0.36478114,0.4638078,0.13916,6.52,0
87,-0.5688619,0.33391467,0.8485192,-0.97412,5.3599997,0
87,-1.407478,1.5108236,1.6697599,0.20888,7.8799996,254
87,-1.4297245,1.8421797,1.3978072,-0.27832,9.0,255
87,-0.36078522,0.3720708,0.4638078,0.20888,5.24,0
87,-0.5551794,0.8115035,0.79510874,-0.62636,5.64,0
87,-0.5388394,0.82244414,0.79510874,-0.6958,6.0,0
87,-0.53058815,0.8277913,0.79510874,-0.6958,6.12,0
87,-0.5586603,0.81659156,0.8854361,-0.55664,5.0,0
87,-2.4806573,0.7424118,5.349522,-0.13916,8.639999,254
87,-0.51392734,0.83823675,0.79510874,-0.6958,6.12,0
87,-0.5055194,0.8433341,0.79510874,-0.6958,6.0,0
87,-0.48855272,0.8532751,0.79510874,-0.6958,5.7599998,0
87,-2.0986154,1.4692509,5.2925906,-0.13916,8.76,254
87,-0.74945164,1.9910893,1.246519,0.20888,5.52,255
87,0.7656002,1.3371487,1.4069018,-0.6958,14.88,254
87,0.7627255,1.8555319,-0.26228228,-0.83496004,15.12,255
87,0.75755745,1.5682632,-0.3169271,2.01796,5.0,255
87,1.0087613,0.7681331,1.8904196,-0.6958,6.24,254
87,1.2206671,1.5094911,1.4154204,0.34804,9.76,255
88,-1.7563624,0.62286425,0.7878907,-0.55664,8.5199995,255
88,1.7973223,0.5773103,0.8887228,0.20888,5.64,255
88,-1.736889,0.6752671,0.7878907,-0.55664,8.639999,255
88,-1.791187,0.6963771,0.8125214,0.20888,6.0,255
88,-1.7125528,0.8079032,0.7127388,-0.55664,8.88,255
88,-1.7694929,0.74979126,0.8125214,-0.6958,6.3599997,255
88,-1.6960533,0.84199035,0.7127388,0.13916,9.0,255
88,-1.7541442,0.78502876,0.8125214,-0.6958,6.8799996,255
88,-1.6808623,0.94196314,0.6172099,0.13916,9.24,255
88,-1.7298075,0.8372919,0.8125214,-0.6958,7.24,255
88,-1.6616882,0.9753898,0.6172099,0.13916,9.5199995,255
88,-1.7034912,0.9546445,0.7350202,-0.6958,7.64,255
88,-1.6418493,1.0084262,0.6172099,0.13916,9.76,255
88,-1.6840589,0.9885211,0.7350202,-0.6958,8.0,255
88,-1.6194279,1.0861659,0.5396643,0.13916,10.12,255
88,-1.663953,1.0220023,0.7350202,-0.6958,8.36,255
88,-1.6431816,1.0550747,0.7350202,-0.6958,8.639999,255
88,-1.5870218,1.7035507,2.9949827,-0.55664,6.12,254
88,-1.44095,0.7516332,3.3575997,1.25244,8.639999,254
88,-0.7851455,1.0116488,1.6472998,-0.6958,12.88,254
88,-1.0170314,1.2322633,3.3008933,0.13916,5.52,254
88,-0.45452812,1.708614,-0.08847562,0.55664,11.5199995,255
88,-0.28866434,1.6816363,0.05120232,-1.3916,14.0,255
88,-0.103371926,0.6022011,-1.5262386,2.64404,6.0,2
88,0.3197039,2.1153502,-3.0557895,-0.34804,6.12,255
88,0.20011935,1.530698,-1.1020786,0.13916,10.5199995,255
88,0.33253562,1.5601567,-1.138829,0.13916,6.3599997,255
88,0.42026722,1.7173623,-0.08847562,-0.76552004,6.64,255
88,0.43150443,0.75363815,0.63318336,-0.62636,7.24,255
88,0.42034492,0.32007656,0.78772676,-0.48720002,5.24,255
88,0.54530936,0.7802185,0.62365127,0.41748002,5.7599998,255
88,1.3322781,1.3467402,-0.094797984,0.13916,9.76,255
88,1.4696968,1.0960737,-0.018334694,-0.62636,25.64,255
88,1.4913229,1.0664626,-0.018334694,-0.62636,25.76,255
89,1.6106324,0.799584,1.1781144,-0.55664,5.52,254
89,1.6693796,0.66831356,1.1781144,-0.55664,6.0,254
89,1.7006952,0.584044,1.1781144,-0.55664,6.3599997,254
89,-1.7117817,0.6852886,1.1052638,-0.55664,6.7599998,255
89,1.6172383,0.76293814,1.3037775,-2.85292,5.0,254
89,-1.6904559,0.73632604,1.1052638,-0.55664,7.12,255
89,1.6666397,0.6479556,1.3037775,-2.85292,5.0,254
89,-1.6676089,0.78670067,1.1052638,-0.55664,7.3599997,255
89,-1.643261,0.8363674,1.1052638,-0.55664,7.52,255
89,-1.6062665,1.0088308,1.0117279,-0.55664,7.3599997,255
89,-0.3900603,0.42718735,1.1951084,-0.83496004,5.24,254
89,-0.32703552,0.5102208,1.2520397,-2.22656,5.0,254
89,0.21938935,1.6780927,1.1087894,-0.48720002,5.24,255
89,0.45535117,0.7952874,-2.289126,0.34804,5.0,255
89,0.23541656,0.40179166,0.599036,-0.62636,6.3599997,255
89,1.2354472,1.9274691,2.9450464,-2.5746,5.12,254
89,1.2565886,2.3558617,2.6947253,-1.6004801,8.12,254
89,0.8105668,1.5569533,-0.22948486,-0.34804,7.24,255
89,0.8260955,1.54877,-0.22948486,-0.34804,8.639999,255
89,0.8851273,1.6594431,-0.24588357,-0.41748002,10.36,255
89,0.8569036,1.5319394,-0.22948486,-0.34804,10.24,255
89,0.8721799,1.523294,-0.22948486,-0.34804,12.12,255
89,0.88736904,1.5144961,-0.22948486,-0.34804,14.24,255
89,0.9024693,1.5055468,-0.22948486,-0.34804,16.24,255
89,0.9174795,1.496447,-0.22948486,0.20888,17.76,255
89,0.93239784,1.4871975,-0.22948486,0.20888,18.52,255
89,0.9606476,1.4662604,-0.24702622,-0.62636,18.24,255
89,0.97526187,1.4565808,-0.24702622,-0.62636,17.0,255
89,1.2814885,1.4611055,-0.25408292,-0.48720002,14.759999,255
89,1.5659934,0.8571261,0.41799676,0.13916,16.88,255
90,-0.3741577,0.31565833,0.4940507,0.0,16.76,254
90,-0.37049544,0.28211808,0.599036,0.0,45.52,254
90,-0.96279854,1.3205035,1.4921992,0.0,6.8799996,254
90,-0.3529002,0.291734,0.6826688,0.0,40.52,254
90,-2.457554,0.8992956,5.406453,0.0,18.64,254
90,-0.7047777,1.4225037,1.4495504,0.0,5.8799996,254
90,-1.8419595,3.5380733,-5.697478,0.0,5.12,254
90,-1.8587105,3.5702493,-5.7492914,0.0,8.76,254
90,-1.8754618,3.6024253,-5.8011055,0.0,6.64,254
91,1.5632446,0.7760587,1.143452,-0.41748002,9.12,254
91,1.6202633,0.64865047,1.143452,-0.41748002,8.5199995,254
91,1.6006194,0.54967654,1.1087894,0.62636,10.12,255
91,-1.680621,0.6149916,1.0727447,-0.41748002,7.64,255
91,-1.6213204,0.48522916,1.1087894,0.62636,9.36,255
91,-1.6614177,0.6651261,1.0727447,-0.41748002,6.8799996,255
91,-1.6006194,0.54967654,1.1087894,0.62636,8.5199995,255
91,-1.6967226,0.9508513,0.91566336,-0.48720002,5.12,255
91,-1.6773676,0.98459333,0.91566336,-0.48720002,6.12,255
91,-1.6573415,1.0179416,0.91566336,-0.48720002,7.3599997,255
91,-1.6366526,1.0508825,0.91566336,-0.48720002,8.76,255
91,-1.6153089,1.0834032,0.91566336,-0.48720002,10.12,255
91,-1.5872482,1.1837416,0.83715206,-0.48720002,11.0,255
91,-1.5632576,1.2152478,0.83715206,-0.48720002,11.36,255
91,-1.5386416,1.2462678,0.83715206,-0.48720002,10.88,255
91,-1.5261022,1.2615916,0.83715206,-0.48720002,9.76,255
91,-0.57211065,0.20288937,0.55426466,-0.41748002,21.0,0
91,-1.5005667,1.2918594,0.83715206,-0.48720002,8.5199995,255
91,-0.56353956,0.22560544,0.55426466,-0.41748002,24.24,0
91,-1.4744312,1.3216103,0.83715206,-0.48720002,7.12,255
91,-0.5136967,0.22375515,0.511616,-0.48720002,28.88,0
91,-0.55651885,0.24240758,0.55426466,-0.41748002,27.88,0
91,-0.5067539,0.23906304,0.511616,-0.48720002,32.52,0
91,-0.54638,0.26446846,0.55426466,-0.41748002,31.76,0
91,-0.49935505,0.25415578,0.511616,-0.48720002,36.12,0
91,-0.5382013,0.28073838,0.55426466,-0.41748002,35.64,0
91,-0.49150681,0.26901987,0.511616,-0.48720002,39.76,0
91,-0.5295382,0.2967557,0.55426466,-0.41748002,39.36,0
91,-1.4386071,0.94416827,1.391519,-0.48720002,7.12,254
91,-0.4832163,0.2836418,0.511616,-0.48720002,42.879997,0
91,-0.5234976,0.3072864,0.55426466,-0.41748002,42.36,0
91,-0.56615055,0.26019442,0.62884027,-0.41748002,5.7599998,0
91,-0.47449088,0.29800847,0.511616,-0.48720002,45.239998,0
91,-0.5140448,0.3228507,0.55426466,-0.41748002,44.52,0
91,-0.46533844,0.31210697,0.511616,-0.48720002,46.64,0
91,-0.5087074,0.34119496,0.5481668,-0.41748002,45.239998,0
91,-0.46317184,0.32426888,0.5059873,-0.48720002,46.76,0
91,-0.50178224,0.35130018,0.5481668,-0.41748002,45.0,0
91,-0.4565943,0.33346683,0.5059873,-0.48720002,45.76,0
91,-1.1537131,1.3422625,1.4312901,-0.48720002,5.7599998,254
91,-1.1019711,1.4495723,1.6626256,0.20888,8.639999,254
91,-0.28146777,0.42961133,0.46896726,-0.48720002,10.24,0
91,-0.34196126,0.17837499,0.7968139,-0.41748002,7.8799996,0
91,-0.2390429,0.3420181,0.474997,-0.48720002,5.52,0
91,-0.4061707,0.23298752,0.96738297,-0.48720002,14.12,0
91,-0.3591437,0.11140961,-0.93927735,-0.48720002,32.0,254
91,-0.33846205,0.16382836,-0.93927735,-0.48720002,28.64,254
91,-0.30214223,0.28192437,0.8537453,-0.48720002,31.119999,0
91,-0.6806444,1.6558478,1.6021543,-0.41748002,11.12,254
91,0.07992892,0.43924344,-1.1152033,-0.48720002,6.64,2
91,1.162811,1.4982655,-0.8698009,0.62636,5.24,255
91,1.1763926,1.3966626,-0.16479231,-0.55664,13.5199995,255
91,1.2205431,1.3916178,-0.41392705,0.6958,5.0,255
92,-1.7407773,0.578414,0.69045746,0.6958,8.0,255
92,-1.7226442,0.6303692,0.69045746,0.6958,8.36,255
92,-1.7029607,0.6817573,0.69045746,0.6958,8.639999,255
92,-1.6817448,0.73253167,0.69045746,0.6958,8.88,255
92,-1.6590155,0.7826468,0.69045746,0.6958,9.0,255
92,-1.6430318,0.8156683,0.69045746,0.6958,9.12,255
92,-1.6263909,0.8483636,0.69045746,0.6958,9.0,255
92,-1.600212,0.89676636,0.69045746,0.6958,8.76,255
92,-1.5819578,0.9285891,0.69045746,0.6958,8.5199995,255
92,-1.5706677,1.008514,0.59791493,0.6958,8.12,255
92,-1.5501846,1.0397238,0.59791493,0.6958,7.64,255
92,-0.42226002,0.3635297,-0.6879028,0.27832,9.0,2
92,-0.43279436,0.32955635,-0.7770032,-0.62636,5.7599998,2
92,-0.4648789,0.31858453,0.84025574,-0.55664,6.8799996,0
92,-2.9361053,3.1516922,5.540935,-0.27832,5.0,254
92,-0.26283222,0.10218382,-0.70439994,-0.48720002,23.88,254
92,-0.23354709,0.19306771,0.62601984,-0.41748002,16.76,0
92,-0.25504154,0.12031679,-0.70439994,-0.48720002,24.64,254
92,-0.24835381,0.21817331,0.6829512,-0.41748002,24.359999,0
92,-0.24169786,0.22552463,0.6829512,-0.41748002,23.359999,0
92,-0.19175757,0.19775586,0.5690885,-0.41748002,20.359999,0
92,-0.23248592,0.2350096,0.6829512,-0.41748002,21.88,0
92,-0.2253321,0.24187736,0.6829512,-0.41748002,20.0,0
92,-0.17955428,0.20889854,0.5690885,-0.41748002,20.88,0
92,-0.21797547,0.2485275,0.6829512,-0.41748002,18.0,0
92,-0.17320748,0.21419036,0.5690885,-0.41748002,20.119999,0
92,-0.2104227,0.25495392,0.6829512,-0.41748002,16.0,0
92,-0.16670479,0.21928944,0.5690885,-0.41748002,18.88,0
92,-0.20268051,0.26115096,0.6829512,-0.41748002,14.12,0
92,-0.16005209,0.22419116,0.5690885,-0.41748002,17.24,0
92,0.76031876,1.7493424,-0.6747278,-0.27832,5.0,255
92,0.8781403,1.4987452,1.266514,-0.34804,5.52,255
92,1.0542973,1.8848323,-0.48294216,0.27832,7.7599998,255
92,0.42441106,0.17485149,0.52251554,-0.27832,20.119999,255
92,0.46300775,0.19075279,0.57003397,-0.55664,10.36,255
92,0.4326196,0.15342122,0.52251554,-0.27832,24.88,255
92,0.47196278,0.16737363,0.57003397,-0.55664,13.36,255
92,0.43840876,0.13599835,0.52251554,-0.27832,30.359999,255
92,0.47827843,0.14836627,0.57003397,-0.55664,17.52,255
92,-0.4326196,0.15342122,0.52251554,-0.27832,36.36,255
92,0.4874549,0.21814974,0.53898054,-0.55664,23.519999,255
92,-0.41897535,0.18750322,0.52251554,-0.27832,41.879997,255
93,0.22652072,0.13602854,0.2720573,-0.13916,9.24,0
93,0.24328628,0.10308825,0.2720573,-0.13916,8.88,0
93,0.14647122,0.08016911,0.19007395,0.13916,62.239998,0
93,0.14647122,0.08016911,0.19007395,0.13916,29.359999,0
93,0.14647122,0.08016911,0.19007395,0.13916,21.119999,0
93,0.14647122,0.08016911,0.19007395,0.13916,11.639999,0
93,-0.20766187,0.073643774,0.22686388,0.13916,10.36,0
93,-0.61171794,0.35907063,0.8074386,0.20888,7.0,0
93,-0.86917716,0.5338499,1.8201698,-2.50488,5.8799996,254
93,-2.8840077,3.9554923,4.9405074,-0.13916,6.7599998,254
93,-0.3054445,0.12228057,-0.8218386,-0.27832,15.36,254
93,-0.29756245,0.1403762,-0.8218386,-0.27832,20.119999,254
93,-0.3173029,0.15358654,-0.88055795,-0.34804,28.64,254
93,-0.28860947,0.15796663,-0.8218386,-0.27832,26.64,254
93,-0.30752227,0.17233694,-0.88055795,-0.34804,37.12,254
93,-0.2603228,0.15989065,-0.7631193,-0.27832,7.0,254
93,-0.28035372,0.17219368,-0.8218386,-0.27832,35.12,254
93,-0.2985247,0.18749125,-0.88055795,-0.34804,47.239998,254
93,-0.644935,1.2696424,1.4372222,0.20888,8.36,254
93,-2.2075408,4.689108,4.7323213,-0.13916,8.12,254
93,-0.25200626,0.17270155,-0.7631193,-0.34804,9.12,254
93,-0.27324358,0.1832671,-0.8218386,-0.27832,44.76,254
93,-0.28878096,0.20217696,-0.88055795,-0.34804,56.76,254
93,-0.24489848,0.18264094,-0.7631193,-0.34804,12.0,254
93,-0.26374257,0.19669452,-0.8218386,-0.27832,52.64,254
93,-0.28046504,0.2135634,-0.88055795,-0.34804,61.0,254
93,-0.23739891,0.19228819,-0.7631193,-0.34804,16.0,254
93,-0.24926697,0.20190108,-0.8250876,-0.27832,54.52,254
