Frame Number,X,Y,Z,velocity,snr,target_id
27,-0.7919739,0.26315188,0.949994,-0.13916,16.76,0
27,-0.429387,0.2818098,0.46896726,0.27832,7.7599998,0
27,-0.81977075,0.44869086,0.9431716,-0.13916,9.24,0
27,-0.42074078,0.29456267,0.46896726,0.27832,8.0,0
27,-0.4154547,0.3098387,0.4638078,0.27832,7.8799996,0
27,-1.288357,1.0650535,1.3517478,-0.13916,7.3599997,254
27,-0.40917522,0.3180853,0.4638078,0.27832,7.52,0
27,-0.40273213,0.3262047,0.4638078,0.27832,6.7599998,0
27,-0.39218783,0.36594456,0.44271162,-0.13916,5.8799996,0
27,-0.38794747,0.37678027,0.43732554,-0.13916,5.0,0
27,-0.574585,0.5580453,0.80838203,0.76552004,10.0,0
27,-0.52961916,0.37873694,0.85507286,0.6958,12.759999,0
27,-0.9710055,1.4502238,1.143452,-0.20888,8.12,0
27,-0.4648789,0.31858453,0.84025574,0.55664,8.0,0
27,-0.54146576,1.814486,0.7127388,-3.7573202,5.0,0
27,0.40513375,1.9007653,-0.25408292,0.6958,11.759999,255
27,0.52415043,1.7564613,-0.48761755,0.55664,6.0,255
27,0.38930765,0.30264065,0.7351978,0.55664,12.36,255
27,1.4234684,1.6561034,-1.0015321,2.36572,11.639999,255
27,1.5792421,0.926995,-0.0916368,0.48720002,5.7599998,255
28,1.717663,0.78941256,1.3783042,0.62636,5.12,254
28,1.7686702,0.6673411,1.3783042,0.62636,5.52,254
28,1.799813,0.57811034,1.3783042,0.62636,6.0,254
28,-1.801821,0.7634897,1.2821021,0.62636,6.52,254
28,-1.4394537,1.3980185,1.2028211,0.6958,12.88,255
28,-1.4430146,1.4881529,1.2145439,0.41748002,5.12,255
28,-2.2684703,1.154579,2.8975008,-0.13916,7.12,254
28,-3.58903,3.930644,4.860099,0.27832,5.64,254
28,-3.4381933,4.4300632,4.628262,0.27832,9.639999,254
28,-3.4965518,4.505257,4.6117253,0.20888,8.639999,254
28,-0.48228082,0.45000896,0.8485192,0.83496004,21.64,0
28,-0.39015824,0.4727265,0.80495,0.55664,52.0,0
28,-0.31539908,0.6699493,0.4851382,0.62636,16.52,0
28,-0.3077199,0.27582556,0.8537453,0.62636,22.76,0
28,0.50833744,0.191802,0.6989082,0.34804,15.5199995,255
28,-0.54346687,0.1866346,0.7546282,0.34804,22.64,255
29,1.5505815,0.53249276,1.074127,0.48720002,5.0,0
29,-1.5706353,0.47006014,1.074127,0.48720002,5.12,0
29,-1.5505815,0.53249276,1.074127,0.48720002,5.12,0
29,0.7919739,0.26315188,0.949994,0.62636,6.64,0
29,-0.7919739,0.26315188,0.949994,0.62636,8.76,0
29,-0.77783203,0.30240527,0.949994,0.20888,11.759999,0
29,-0.81987345,0.3093484,0.9975126,0.20888,5.0,0
29,-0.7651168,0.33326834,0.949994,0.20888,15.759999,0
29,-0.806847,0.34188712,0.9975126,0.20888,6.3599997,0
29,-0.682439,0.3136389,0.85495704,0.62636,12.24,0
29,-0.713604,0.34541115,0.9024756,0.55664,18.88,0
29,-0.7511776,0.36359823,0.949994,0.20888,20.88,0
29,-0.7925298,0.3738789,0.9975126,0.20888,8.0,0
29,-0.83425534,0.51240087,0.9881014,2.50488,8.5199995,0
29,-0.7029221,0.36666062,0.9024756,0.55664,19.52,0
29,-0.7399333,0.38596654,0.949994,0.20888,26.0,0
29,-0.7769447,0.40527254,0.9975126,0.48720002,9.639999,0
29,-0.69160765,0.3875802,0.9024756,0.55664,19.52,0
29,-0.7280231,0.4079876,0.949994,0.20888,29.0,0
29,-0.76443875,0.42839506,0.9975126,0.48720002,11.0,0
29,-0.6477181,0.38020223,0.85495704,0.62636,12.24,0
29,-0.67967075,0.40815088,0.9024756,0.55664,18.88,0
29,-0.71918494,0.44172442,0.9416012,0.48720002,28.359999,0
29,-0.75124484,0.451132,0.9975126,0.48720002,11.639999,0
29,-0.3896226,0.17436704,0.54909986,0.48720002,6.24,0
29,-0.60208035,0.26944783,0.8485192,0.55664,5.0,0
29,-0.63602227,0.39945975,0.85495704,0.62636,11.759999,0
29,-0.6671223,0.42835426,0.9024756,0.55664,17.88,0
29,-0.7102072,0.45601878,0.9416012,0.48720002,24.76,0
29,-0.7373749,0.47346294,0.9975126,0.48720002,11.24,0
29,-0.3823381,0.1898083,0.54909986,0.48720002,7.52,0
29,-0.59082365,0.2933091,0.8485192,0.55664,5.0,0
29,-0.623754,0.41835785,0.85495704,0.62636,11.0,0
29,-0.6539734,0.44817224,0.9024756,0.55664,16.52,0
29,-0.69620913,0.47711667,0.9416012,0.48720002,20.24,0
29,-0.72461843,0.5750218,0.9524696,0.27832,10.24,0
29,-0.34038955,0.18630779,0.49916375,0.41748002,5.7599998,0
29,-0.37444195,0.20494594,0.54909986,0.48720002,8.24,0
29,-0.57862186,0.31670114,0.8485192,0.55664,5.0,0
29,-0.61092454,0.4368794,0.85495704,0.62636,10.24,0
29,-0.64487976,0.46116117,0.9024756,0.55664,14.88,0
29,-0.68158454,0.4977851,0.9416012,0.48720002,16.24,0
29,-0.71428883,0.6026102,0.9431716,0.48720002,8.76,0
29,-0.33464798,0.1964341,0.49916375,0.41748002,6.24,0
29,-0.36812603,0.21608528,0.54909986,0.41748002,8.0,0
29,-0.6020653,0.44900966,0.85495704,0.62636,9.24,0
29,-0.6307568,0.48029718,0.9024756,0.55664,13.36,0
29,-0.66186726,0.5814357,0.9070968,0.55664,13.0,0
29,-0.70209455,0.6167745,0.9431716,0.48720002,7.3599997,0
29,-0.32860526,0.20638363,0.49916375,0.41748002,6.12,0
29,-0.3614788,0.22703016,0.54909986,0.41748002,7.24,0
29,-0.65010697,0.59455585,0.9070968,0.55664,10.639999,0
29,-0.6896195,0.63069206,0.9431716,0.48720002,6.12,0
29,-0.32008928,0.21935926,0.49916375,0.41748002,5.52,0
29,-0.35450625,0.23777075,0.54909986,0.41748002,6.24,0
29,-0.6380866,0.60743827,0.9070968,0.55664,8.76,0
29,-0.34485143,0.30294433,0.52251554,0.41748002,5.24,0
29,-3.5550268,4.3961873,4.5719543,0.27832,5.3599997,254
29,-1.0528004,1.2499287,1.4921992,0.34804,6.7599998,254
29,-3.3598413,4.6081104,4.6117253,0.27832,6.12,254
29,0.4078847,0.14464942,0.7722527,0.27832,5.12,255
29,0.58053744,0.530931,0.63618135,0.55664,8.5199995,255
29,0.6397487,0.36697248,0.59641016,0.27832,16.52,255
30,0.45058987,1.3596991,2.9593053,0.0,8.0,254
30,1.4339591,1.5087137,3.1714647,0.0,5.52,254
31,5.0826445,2.3977563,4.097502,2.43544,6.8799996,254
31,5.2379026,2.0363898,4.097502,2.43544,7.0,254
31,-0.5776533,0.3709069,0.32318157,0.27832,5.12,0
31,-0.5701201,0.38238505,0.32318157,0.27832,6.0,0
31,-0.5602161,0.41779926,0.29547116,0.27832,7.12,0
31,-0.5517487,0.42891932,0.29547116,0.27832,8.5199995,0
31,-5.0786667,1.8584424,4.3732557,2.43544,6.3599997,254
31,-0.54306054,0.4398678,0.29547116,0.27832,10.24,0
31,-0.5386348,0.44527626,0.29547116,0.20888,12.5199995,0
31,-0.5296221,0.45595923,0.29547116,0.20888,15.5199995,0
31,-0.5203976,0.46645975,0.29547116,0.20888,19.119999,0
31,-0.4714503,0.44880575,0.24500673,-0.20888,10.639999,0
31,-0.5157071,0.47164032,0.29547116,0.20888,23.76,0
31,-0.4623805,0.45814437,0.24500673,-0.20888,12.5199995,0
31,-0.5061717,0.48185945,0.29547116,0.20888,29.359999,0
31,-0.45777598,0.46274522,0.24500673,-0.20888,14.5199995,0
31,-0.50132793,0.486897,0.29547116,0.20888,36.0,0
31,-0.8279264,0.4318658,0.8526371,-0.27832,5.24,0
31,-0.44843018,0.47180754,0.24500673,-0.20888,16.119999,0
31,-0.49149033,0.49682555,0.29547116,0.20888,43.0,0
31,-0.86313176,0.5664796,0.83487993,-0.13916,7.7599998,0
31,-0.9009938,0.6719452,0.8195004,0.41748002,9.24,0
31,-0.9453657,0.6204504,0.9144223,0.34804,13.88,0
31,-0.44368976,0.4762682,0.24500673,-0.20888,17.0,0
31,-0.48145622,0.50655526,0.29547116,0.20888,49.64,0
31,-0.8457516,0.5921148,0.83487993,-0.13916,9.639999,0
31,-0.88737565,0.6898296,0.8195004,0.41748002,12.24,0
31,-0.9263296,0.64852786,0.9144223,0.34804,15.5199995,0
31,-0.43407628,0.48504618,0.24500673,-0.20888,16.88,0
31,-0.4763667,0.51134443,0.29547116,0.20888,54.0,0
31,-0.8337409,0.60891026,0.83487993,-0.13916,11.88,0
31,-0.87340254,0.70743793,0.8195004,0.41748002,16.119999,0
31,-0.9131747,0.6669235,0.9144223,0.34804,16.359999,0
31,-0.42920423,0.48936263,0.24500673,-0.20888,15.759999,0
31,-0.46604517,0.52076894,0.29547116,0.20888,55.12,0
31,-0.82001686,0.6918077,0.782237,-0.13916,14.24,0
31,-0.85908,0.72476333,0.8195004,0.41748002,21.119999,0
31,-0.8981432,0.757719,0.85676384,0.34804,16.119999,0
31,-0.42428923,0.49363008,0.24500673,-0.20888,13.88,0
31,-0.4608143,0.52540326,0.29547116,0.20888,52.76,0
31,-0.8060176,0.7080686,0.782237,-0.13916,16.119999,0
31,-0.8450865,0.7885375,0.7738982,0.41748002,26.119999,0
31,-0.8828101,0.7755291,0.85676384,0.34804,15.0,0
31,-0.41433242,0.5020166,0.24500673,-0.20888,11.759999,0
31,-0.45021477,0.53451383,0.29547116,0.20888,47.76,0
31,-0.79889673,0.71609324,0.782237,0.76552004,17.0,0
31,-0.82914776,0.80528045,0.7738982,0.41748002,28.76,0
31,-0.867124,0.793029,0.85676384,0.34804,13.12,0
31,-0.4092916,0.50613475,0.24500673,-0.20888,9.76,0
31,-0.4465133,0.5521635,0.26728806,0.20888,41.64,0
31,-0.7844161,0.73192686,0.782237,0.76552004,16.24,0
31,-0.81287736,0.8217013,0.7738982,0.41748002,27.24,0
31,-0.8591506,0.8016604,0.85676384,0.34804,11.12,0
31,-0.3990877,0.5142188,0.24500673,-0.20888,8.0,0
31,-0.7696216,0.74746776,0.782237,0.76552004,14.24,0
31,-0.80157363,0.8433609,0.7623013,0.41748002,22.64,0
31,-0.8429465,0.818682,0.85676384,0.34804,9.24,0
31,-0.7545193,0.76270974,0.782237,0.76552004,11.88,0
31,-0.7931001,0.85133433,0.7623013,0.41748002,17.359999,0
31,-0.8264054,0.83537614,0.85676384,0.34804,7.64,0
31,-0.7391153,0.7776465,0.782237,0.76552004,9.639999,0
31,-0.77591586,0.86702514,0.7623013,0.41748002,13.12,0
31,-0.731302,0.78499866,0.782237,0.76552004,7.7599998,0
31,-0.75842136,0.8823689,0.7623013,0.34804,9.88,0
31,-0.7495599,0.8899089,0.7623013,0.34804,7.64,0
31,-0.34049892,0.7048864,0.2507582,0.41748002,24.0,255
31,-0.42368212,0.30298012,-0.86737233,-0.20888,5.24,255
31,-0.33343318,0.70825607,0.2507582,0.41748002,26.88,255
31,-0.32633403,0.71155494,0.2507582,0.41748002,28.519999,255
31,-0.3192023,0.7147826,0.2507582,0.41748002,28.64,255
31,-0.31203863,0.71793884,0.2507582,0.41748002,27.0,255
31,-0.2976184,0.7240356,0.2507582,0.41748002,24.24,255
31,-0.29275355,0.36951977,-0.6733755,-0.27832,21.24,255
31,-0.99730444,1.5907252,-2.052925,-0.20888,5.0,255
31,-0.2853051,0.37530056,-0.6733755,-0.27832,18.359999,255
31,-0.32925862,0.3605984,-0.8131481,-0.27832,11.12,255
31,-0.27391943,0.38368955,-0.6733755,-0.27832,15.88,255
31,-0.29009762,0.3514903,-0.75892395,-0.27832,8.36,255
31,-0.5930561,1.9171892,-1.4326876,2.01796,7.24,255
31,-0.5351651,0.83493185,2.0488536,-0.20888,5.0,254
31,-0.31931317,0.99683344,2.1624913,-0.20888,5.3599997,254
31,0.33777025,0.87084895,0.75533766,2.5746,7.0,255
31,1.338577,1.5892147,3.0979629,-0.20888,6.24,254
31,0.7884687,1.9181591,0.22905244,0.55664,14.88,255
31,0.8157375,1.8266629,0.3023507,1.6004801,5.64,255
31,0.8514558,1.6354938,1.1052638,-0.97412,5.7599998,255
31,0.4828028,0.7210794,0.5201771,-1.94824,8.24,255
31,0.5408019,0.58051085,0.5198007,0.20888,7.7599998,255
32,-0.43670127,0.35371897,0.4097502,0.20888,24.64,0
32,-1.2706157,1.571258,-0.10112035,0.41748002,11.759999,0
32,-1.2548397,1.5838856,-0.10112035,0.41748002,13.5199995,0
32,-1.235468,1.591883,-0.18184677,0.41748002,14.88,0
32,-1.2033855,1.6162722,-0.18184677,0.41748002,15.88,0
32,-1.1871629,1.628225,-0.18184677,0.41748002,16.0,0
32,-0.47368336,0.4983772,0.4504757,0.20888,29.76,0
32,-0.4136968,0.48130655,0.41581318,0.20888,36.36,0
32,-1.0576259,1.6500434,-0.019599672,0.41748002,17.76,0
32,-0.94241023,1.6459538,-0.018967185,0.41748002,10.639999,0
32,-0.14606424,0.294812,-0.8218386,-0.27832,8.12,255
32,-0.14374349,0.3218816,-0.88055795,-0.27832,8.24,255
32,0.28652185,2.191584,-0.1106039,-0.20888,5.0,255
32,0.54496604,1.5405972,-1.5845779,0.62636,5.24,255
32,0.87925935,1.6888993,-1.359332,-4.24452,5.52,255
33,-0.9010689,0.49318832,0.9379345,-0.13916,7.3599997,0
33,-0.88587004,0.51999444,0.9379345,-0.13916,8.88,0
33,-0.92902917,0.55789375,0.96979517,-0.13916,7.52,0
33,-0.86987394,0.54633254,0.9379345,-0.13916,10.36,0
33,-0.858774,0.5636196,0.9379345,-0.13916,11.5199995,0
33,-0.84148157,0.58912534,0.9379345,-0.13916,12.0,0
33,-0.8370645,0.61133754,0.9276156,-0.13916,11.5199995,0
33,-0.7741097,0.60177875,0.89528584,-0.13916,7.0,0
33,-0.81835043,0.6361706,0.9276156,-0.13916,10.12,0
33,-0.80546427,0.6524094,0.9276156,-0.13916,8.639999,0
33,-0.35944617,0.3353938,0.39755437,-0.13916,10.0,0
33,-0.7922558,0.66838706,0.9276156,-0.13916,7.0,0
33,-0.38716227,0.40734562,0.4097502,0.27832,36.88,0
33,-0.769582,0.74742925,0.88542324,-0.13916,5.64,0
33,-0.40885165,0.45685968,0.44701362,0.27832,35.88,0
33,-0.39950374,0.55960035,0.4504757,0.27832,27.519999,0
33,1.6716975,0.8719965,3.3644571,-0.13916,5.12,254
33,-0.90928704,1.6255884,0.35821813,0.34804,5.8799996,0
33,-0.30416888,0.7194271,0.41662157,0.27832,15.12,0
33,-0.2996982,0.5618764,-0.78620243,-0.27832,5.0,255
33,-0.2703719,0.53226393,-0.7370526,-0.27832,10.36,255
33,1.0293721,1.7568564,-0.45533615,-0.27832,7.52,255
33,1.0909154,1.7400371,-0.6352945,-0.27832,6.8799996,255
33,1.132773,1.65577,-0.26228228,-0.20888,13.24,255
34,1.4760135,0.78879875,0.89265966,0.27832,5.12,255
34,-1.7226442,0.6303692,0.69045746,-0.20888,5.0,0
34,1.5409359,0.65294427,0.89265966,0.27832,5.52,0
34,-1.7029607,0.6817573,0.69045746,-0.20888,5.3599997,0
34,1.5716437,0.5751134,0.89265966,0.27832,5.64,0
34,-1.6817448,0.73253167,0.69045746,-0.20888,5.7599998,0
34,1.5984232,0.4958453,0.89265966,0.27832,5.7599998,0
34,-1.6590155,0.7826468,0.69045746,-0.20888,5.8799996,0
34,-1.5931627,0.6378011,0.8079007,0.27832,5.64,0
34,-1.6430318,0.8156683,0.69045746,-0.20888,5.8799996,0
34,-1.5733145,0.6853018,0.8079007,0.27832,5.3599997,0
34,-1.6263909,0.8483636,0.69045746,-0.20888,5.64,0
34,-1.5592948,0.71662885,0.8079007,0.27832,5.0,0
34,-1.600212,0.89676636,0.69045746,0.20888,5.24,0
34,1.031817,0.43721417,1.023232,0.34804,5.64,0
34,1.0598701,0.36397517,1.023232,0.34804,7.12,0
34,-1.0703108,0.33202007,1.023232,0.34804,9.24,0
34,-1.0561774,0.37455547,1.023232,0.27832,11.759999,0
34,-1.0403544,0.41649178,1.023232,0.27832,14.639999,0
34,-1.022867,0.45776168,1.023232,0.27832,18.0,0
34,-1.0086759,0.48823705,1.023232,0.27832,21.24,0
34,-0.95758486,0.60142016,0.9144223,0.27832,7.0,0
34,-0.9935771,0.5182731,1.023232,0.27832,24.0,0
34,0.30601647,0.13329417,0.37996006,0.48720002,8.12,0
34,0.34721768,0.14304888,0.42747852,-0.20888,5.7599998,0
34,-0.9775842,0.5478428,1.023232,0.27832,25.76,0
34,0.31568992,0.108412616,0.37996006,0.48720002,6.0,0
34,0.3563726,0.11841314,0.42747852,-0.20888,5.3599997,0
34,-0.9664326,0.5672836,1.023232,0.27832,26.0,0
34,-0.94898176,0.59601694,1.023232,0.27832,25.0,0
34,-0.46852112,0.17677882,0.57003397,-0.13916,6.3599997,0
34,-0.3894664,0.29656377,0.4940507,0.27832,12.759999,0
34,-0.33941743,0.24272144,0.474997,0.27832,9.0,0
34,-0.33449546,0.24946077,0.474997,0.27832,9.12,0
34,-0.32686225,0.25938192,0.474997,0.27832,8.76,0
34,-0.3216096,0.26586682,0.474997,0.27832,8.12,0
34,-0.31349003,0.27539405,0.474997,0.27832,7.24,0
34,-0.30791983,0.28160834,0.474997,0.27832,6.3599997,0
34,-0.38629064,0.36044195,0.78772676,0.27832,5.7599998,0
34,0.54302853,0.9268012,-1.7887545,-0.20888,8.88,255
34,0.54691327,0.87234014,0.48471913,-1.53076,6.52,255
35,0.6649368,0.28963208,0.38685447,0.20888,5.12,0
35,0.6811078,0.24923857,0.38685447,0.20888,5.24,0
35,0.65481204,0.3843663,0.45513886,0.20888,6.24,0
35,0.6927133,0.2148859,0.38685447,0.20888,5.52,0
35,0.6930495,0.3101591,0.45513886,0.20888,6.12,0
35,-0.68827736,0.22869627,0.38685447,0.20888,5.64,0
35,0.7104007,0.26804298,0.45513886,0.20888,5.8799996,0
35,0.6712585,0.21561211,0.42261976,0.20888,5.7599998,0
35,0.72290945,0.2322027,0.45513886,0.20888,5.64,0
35,-0.6712585,0.21561211,0.42261976,0.20888,5.7599998,0
35,-0.72290945,0.2322027,0.45513886,0.20888,5.3599997,0
35,-0.6620994,0.24228281,0.42261976,0.20888,5.7599998,0
35,-0.7130456,0.26092562,0.45513886,0.20888,5.0,0
35,-0.65453404,0.26203385,0.42261976,0.20888,5.64,0
35,-0.6463797,0.281549,0.42261976,0.20888,5.52,0
35,-0.6315003,0.31350264,0.42261976,0.20888,5.12,0
35,-0.84953666,0.74629915,0.9144223,0.27832,9.0,0
35,-0.8344418,0.7631394,0.9144223,0.27832,11.0,0
35,-0.7545193,0.76270974,0.782237,0.20888,5.12,0
35,-0.7904623,0.79904294,0.8195004,0.27832,7.52,0
35,-0.8203387,0.82924366,0.86847156,0.20888,13.36,0
35,-0.7391153,0.7776465,0.782237,0.20888,6.64,0
35,-0.77432454,0.81469125,0.8195004,0.27832,9.36,0
35,-0.81200546,0.83740544,0.86847156,0.27832,15.639999,0
35,-0.84645617,0.8220906,0.9541934,0.20888,8.0,0
35,-0.72341555,0.79227227,0.782237,0.20888,8.639999,0
35,-0.75787693,0.83001375,0.8195004,0.27832,11.88,0
35,-0.7950961,0.85347694,0.86847156,0.27832,17.64,0
35,-0.7154567,0.7994668,0.782237,0.20888,11.36,0
35,-0.74953896,0.837551,0.8195004,0.27832,14.88,0
35,-0.7836212,0.8756352,0.85676384,0.27832,18.64,0
35,-0.69932544,0.813615,0.782237,0.27832,14.759999,0
35,-0.7326392,0.85237324,0.8195004,0.27832,17.88,0
35,-0.765953,0.8911314,0.85676384,0.27832,18.52,0
35,-0.6829144,0.8274379,0.782237,0.27832,18.24,0
35,-0.71544635,0.86685455,0.8195004,0.27832,20.119999,0
