frame_timestamp,Frame Number,X,Y,Z,velocity,snr,target_id
1731726982.6997972,2,-0.39538303,0.24832404,0.42631856,-0.13916,6.0,255
1731726982.6997972,2,-0.43493697,0.27316627,0.46896726,-0.20888,8.36,0
1731726982.6997972,2,-0.47449088,0.29800847,0.511616,-0.20888,5.3599997,0
1731726982.6997972,2,-0.3877565,0.26007202,0.42631856,-0.13916,8.76,255
1731726982.6997972,2,-0.429387,0.2818098,0.46896726,-0.13916,11.639999,0
1731726982.6997972,2,-0.4684362,0.30743808,0.511616,-0.20888,7.24,0
1731726982.6997972,2,-0.3859511,0.27020624,0.4216283,-0.13916,12.36,0
1731726982.6997972,2,-0.42074078,0.29456267,0.46896726,-0.13916,15.24,0
1731726982.6997972,2,-0.4590037,0.3213507,0.511616,-0.13916,9.24,0
1731726982.6997972,2,-0.3398903,0.25348416,0.3794488,-0.20888,5.8799996,255
1731726982.6997972,2,-0.37767246,0.28166142,0.4216283,-0.13916,16.359999,0
1731726982.6997972,2,-0.41853225,0.30566877,0.4638078,-0.13916,18.52,0
1731726982.6997972,2,-0.4565943,0.33346683,0.5059873,-0.13916,11.0,0
1731726982.6997972,2,-0.33475298,0.26023084,0.3794488,-0.20888,7.12,0
1731726982.6997972,2,-0.3719641,0.28915808,0.4216283,-0.13916,20.359999,0
1731726982.6997972,2,-0.40917522,0.3180853,0.4638078,-0.13916,20.88,0
1731726982.6997972,2,-0.4463863,0.34701255,0.5059873,-0.13916,11.88,0
1731726982.6997972,2,-0.3267784,0.2929087,0.36218968,-0.13916,8.76,0
1731726982.6997972,2,-0.36610693,0.29653904,0.4216283,-0.13916,23.0,0
1731726982.6997972,2,-0.40273213,0.3262047,0.4638078,-0.13916,22.0,0
1731726982.6997972,2,-0.43935725,0.35587028,0.5059873,-0.13916,12.0,0
1731726982.6997972,2,-0.32085532,0.29938525,0.36218968,-0.13916,10.0,0
1731726982.6997972,2,-0.3601033,0.30380136,0.4216283,-0.13916,23.88,0
1731726982.6997972,2,-0.3961279,0.33419353,0.4638078,-0.13916,21.76,0
1731726982.6997972,2,-0.43215245,0.36458567,0.5059873,-0.13916,11.5199995,0
1731726982.6997972,2,-1.6594225,2.1828635,-0.9699473,0.48720002,7.24,255
1731726982.6997972,2,-0.3148038,0.30574206,0.36218968,-0.20888,10.5199995,0
1731726982.6997972,2,-0.3531771,0.3362134,0.40245065,-0.13916,23.119999,0
1731726982.6997972,2,-0.38936523,0.34204873,0.4638078,-0.13916,20.76,0
1731726982.6997972,2,-0.41978452,0.40770087,0.48297262,-0.20888,10.76,0
1731726982.6997972,2,-0.31115812,0.3145358,0.35778323,-0.20888,10.36,0
1731726982.6997972,2,-0.34638268,0.34320927,0.40245065,-0.13916,21.359999,0
1731726982.6997972,2,-0.38103464,0.37754378,0.44271162,-0.13916,19.359999,0
1731726982.6997972,2,-0.41568658,0.41187826,0.48297262,-0.20888,9.88,0
1731726982.6997972,2,-0.44951138,0.4543909,0.5168679,-0.20888,5.8799996,0
1731726982.6997972,2,-0.3079973,0.3176316,0.35778323,-0.20888,9.88,0
1731726982.6997972,2,-0.33944967,0.35006782,0.40245065,-0.13916,19.24,0
1731726982.6997972,2,-0.4403343,0.46328962,0.5168679,-0.20888,6.24,0
1731726982.6997972,2,-0.3015835,0.32372758,0.35778323,-0.20888,9.12,0
1731726982.6997972,2,-0.33510748,0.3597131,0.39755437,-0.13916,17.119999,0
1731726982.6997972,2,-0.43567947,0.46766973,0.5168679,-0.20888,6.0,0
1731726982.6997972,2,-0.295049,0.32969415,0.35778323,-0.20888,8.24,0
1731726982.6997972,2,-0.42623952,0.47628924,0.5168679,-0.20888,5.3599997,0
1731726982.6997972,2,-2.9649162,3.6664495,5.3675227,-0.20888,6.64,254
1731726982.6997972,2,-2.9888148,4.099238,5.120049,-0.13916,6.7599998,254
1731726982.6997972,2,0.07896902,1.5780642,0.047415387,0.20888,6.52,255
1731726982.6997972,2,0.16411793,1.6357051,-0.016439727,0.20888,14.5199995,255
1731726982.6997972,2,0.1804665,1.6339821,-0.016439727,0.20888,16.52,255
1731726982.6997972,2,0.19679703,1.6320958,-0.016439727,0.20888,18.52,255
1731726982.6997972,2,0.21310787,1.6300462,-0.016439727,0.20888,20.24,255
1731726982.6997972,2,0.22100896,1.6904811,-0.085314445,0.48720002,12.12,255
1731726982.6997972,2,0.22939742,1.6278337,-0.016439727,0.20888,21.119999,255
1731726982.6997972,2,0.23790243,1.6881865,-0.085314445,0.48720002,14.639999,255
1731726982.6997972,2,0.245664,1.6254584,-0.016439727,0.20888,21.119999,255
1731726982.6997972,2,0.25477213,1.6857231,-0.085314445,0.20888,18.0,255
1731726982.6997972,2,0.26190603,1.6229205,-0.016439727,0.20888,20.0,255
1731726982.6997972,2,0.27161634,1.683091,-0.085314445,0.20888,22.119999,255
1731726982.6997972,2,0.27812186,1.6202204,-0.016439727,0.20888,18.119999,255
1731726982.6997972,2,0.28843337,1.6802909,-0.085314445,0.20888,27.0,255
1731726982.6997972,2,0.3052216,1.6773225,-0.085314445,0.20888,32.0,255
1731726982.6997972,2,0.32197928,1.6741865,-0.085314445,0.20888,35.64,255
1731726982.6997972,2,0.33870474,1.670883,-0.085314445,0.20888,36.239998,255
1731726982.6997972,2,0.35027096,1.727941,-0.1591075,0.20888,16.119999,255
1731726982.6997972,2,0.3553964,1.6674125,-0.085314445,0.20888,33.36,255
1731726982.6997972,2,0.3675326,1.724352,-0.1591075,0.20888,17.359999,255
1731726982.6997972,2,0.37205246,1.6637752,-0.085314445,0.20888,28.24,255
1731726982.6997972,2,0.38475746,1.7205905,-0.1591075,0.20888,18.0,255
1731726982.6997972,2,0.3886713,1.6599716,-0.085314445,0.20888,22.76,255
1731726982.6997972,2,0.40194383,1.7166569,-0.1591075,0.20888,17.76,255
1731726982.6997972,2,0.40525132,1.6560019,-0.085314445,0.20888,17.88,255
1731726982.6997972,2,0.42179084,1.6518667,-0.085314445,0.20888,14.0,255
1731726982.6997972,2,0.45177928,1.769311,-0.16479231,0.20888,8.36,255
1731726982.744522,3,0.72514844,0.34209147,0.8945026,-0.20888,9.12,0
1731726982.744522,3,-0.8303191,0.29445866,0.9070968,-0.20888,5.64,0
1731726982.744522,3,0.6972616,0.27913922,0.85495704,-0.13916,9.5199995,0
1731726982.744522,3,-0.7769696,0.31104925,0.8617241,-0.20888,8.76,0
1731726982.744522,3,-0.8145646,0.33558935,0.9070968,-0.20888,5.12,0
1731726982.744522,3,0.71507776,0.22968711,0.85495704,-0.13916,9.5199995,0
1731726982.744522,3,-0.7639095,0.34187093,0.8617241,-0.20888,8.12,0
1731726982.744522,3,-0.7127452,0.23682629,0.85495704,-0.13916,9.12,0
1731726982.744522,3,-0.74962723,0.37214568,0.8617241,-0.20888,7.24,0
1731726982.744522,3,-0.70001805,0.27215278,0.85495704,-0.13916,8.5199995,0
1731726982.744522,3,-0.3393267,0.24782221,0.38366982,0.13916,6.12,0
1731726982.744522,3,-0.37704626,0.2753701,0.42631856,0.13916,7.52,0
1731726982.744522,3,-0.33174047,0.25788897,0.38366982,-0.27832,8.0,0
1731726982.744522,3,-0.36861673,0.2865559,0.42631856,0.13916,9.88,0
1731726982.744522,3,-0.32948175,0.26687342,0.3794488,-0.27832,9.88,0
1731726982.744522,3,-0.36281228,0.29387045,0.42631856,0.13916,12.639999,0
1731726982.744522,3,-0.32407877,0.27340922,0.3794488,-0.27832,11.12,0
1731726982.744522,3,-0.3568627,0.3010674,0.42631856,0.13916,15.12,0
1731726982.744522,3,-0.43136382,0.40249908,0.4770967,-0.27832,5.0,0
1731726982.744522,3,-0.3185461,0.2798357,0.3794488,-0.27832,11.36,0
1731726982.744522,3,-0.35395566,0.3109422,0.4216283,0.13916,17.0,0
1731726982.744522,3,-0.38794747,0.37678027,0.43732554,0.13916,13.5199995,0
1731726982.744522,3,-0.31115812,0.3145358,0.35778323,-0.27832,10.639999,0
1731726982.744522,3,-0.34574643,0.34949958,0.39755437,0.13916,17.76,0
1731726982.744522,3,-0.38033476,0.38446337,0.43732554,0.13916,14.5199995,0
1731726982.744522,3,-0.3079973,0.3176316,0.35778323,-0.27832,9.5199995,0
1731726982.744522,3,-0.34223422,0.3529395,0.39755437,0.13916,17.359999,0
1731726982.744522,3,-0.37256998,0.39199263,0.43732554,0.13916,14.88,0
1731726982.744522,3,-0.3015835,0.32372758,0.35778323,-0.27832,8.24,0
1731726982.744522,3,-0.33510748,0.3597131,0.39755437,0.13916,16.24,0
1731726982.744522,3,-0.36863148,0.39569867,0.43732554,0.13916,14.639999,0
1731726982.744522,3,-0.295049,0.32969415,0.35778323,-0.27832,7.12,0
1731726982.744522,3,-0.32784665,0.36634293,0.39755437,0.13916,14.759999,0
1731726982.744522,3,-0.2883966,0.33552876,0.35778323,-0.27832,6.12,0
1731726982.744522,3,-0.32045475,0.37282613,0.39755437,0.13916,13.12,0
1731726982.7993016,4,-0.4977486,0.19351454,0.53898054,0.13916,10.639999,0
1731726982.7993016,4,-0.49150681,0.26901987,0.511616,-0.13916,13.759999,0
1731726982.7993016,4,-0.44273186,0.2088604,0.4940507,0.13916,28.119999,0
1731726982.7993016,4,-0.4832163,0.2836418,0.511616,-0.13916,18.0,0
1731726982.7993016,4,-0.3965928,0.2018531,0.44912085,0.13916,24.359999,0
1731726982.7993016,4,-0.43764684,0.26880333,0.46896726,-0.13916,36.52,0
1731726982.7993016,4,-0.47449088,0.29800847,0.511616,-0.13916,23.359999,0
1731726982.7993016,4,-0.35130826,0.192284,0.40419102,0.13916,5.8799996,0
1731726982.7993016,4,-0.3903378,0.25618154,0.42631856,-0.13916,31.359999,0
1731726982.7993016,4,-0.429387,0.2818098,0.46896726,-0.13916,47.12,0
1731726982.7993016,4,-0.4684362,0.30743808,0.511616,-0.13916,29.88,0
1731726982.7993016,4,-0.34538254,0.20273514,0.40419102,0.13916,8.12,0
1731726982.7993016,4,-0.38247788,0.2677746,0.42631856,-0.13916,40.52,0
1731726982.7993016,4,-0.42074078,0.29456267,0.46896726,-0.13916,59.52,0
1731726982.7993016,4,-0.4590037,0.3213507,0.511616,-0.13916,36.239998,0
1731726982.7993016,4,-4.3032856,1.8234409,5.3201923,-0.13916,6.52,254
1731726982.7993016,4,-0.3393267,0.24782221,0.38366982,0.13916,11.36,0
1731726982.7993016,4,-0.37704626,0.2753701,0.42631856,-0.13916,51.879997,0
1731726982.7993016,4,-0.4147658,0.30291802,0.46896726,-0.13916,71.52,0
1731726982.7993016,4,-0.4524853,0.33046588,0.511616,-0.13916,40.64,0
1731726982.7993016,4,-0.33430272,0.25455874,0.38366982,0.13916,16.24,0
1731726982.7993016,4,-0.3714638,0.28285548,0.42631856,-0.13916,64.119995,0
1731726982.7993016,4,-0.405493,0.3152228,0.46896726,-0.13916,79.759995,0
1731726982.7993016,4,-0.4463863,0.34701255,0.5059873,-0.13916,41.239998,0
1731726982.7993016,4,-0.48359746,0.3759398,0.5481668,-0.20888,6.64,0
1731726982.7993016,4,-0.32651672,0.26447177,0.38366982,0.13916,23.24,0
1731726982.7993016,4,-0.36281228,0.29387045,0.42631856,-0.13916,74.76,0
1731726982.7993016,4,-0.40273213,0.3262047,0.4638078,-0.13916,80.88,0
1731726982.7993016,4,-0.43935725,0.35587028,0.5059873,-0.13916,38.12,0
1731726982.7993016,4,-0.47598246,0.38553593,0.5481668,-0.13916,6.0,0
1731726982.7993016,4,-0.3211623,0.27094877,0.38366982,0.13916,32.76,0
1731726982.7993016,4,-0.3568627,0.3010674,0.42631856,-0.13916,79.759995,0
1731726982.7993016,4,-0.3961279,0.33419353,0.4638078,-0.13916,75.36,0
1731726982.7993016,4,-0.43215245,0.36458567,0.5059873,-0.13916,33.12,0
1731726982.7993016,4,-0.46352032,0.43250382,0.5232336,-0.13916,6.0,0
1731726982.7993016,4,-0.28103948,0.21847494,0.35926116,0.6958,5.24,0
1731726982.7993016,4,-0.31567946,0.2773174,0.38366982,0.13916,42.52,0
1731726982.7993016,4,-0.35395566,0.3109422,0.4216283,-0.13916,77.119995,0
1731726982.7993016,4,-0.38936523,0.34204873,0.4638078,-0.13916,65.88,0
1731726982.7993016,4,-0.42477477,0.37315524,0.5059873,-0.13916,27.76,0
1731726982.7993016,4,-0.4547781,0.44168714,0.5232336,-0.13916,5.7599998,0
1731726982.7993016,4,-0.27661407,0.22405167,0.35926116,0.13916,7.12,0
1731726982.7993016,4,-0.31007037,0.2835751,0.38366982,0.13916,47.12,0
1731726982.7993016,4,-0.34766644,0.31795865,0.4216283,-0.13916,68.76,0
1731726982.7993016,4,-0.38244686,0.3497671,0.4638078,-0.13916,55.76,0
1731726982.7993016,4,-0.41568658,0.41187826,0.48297262,-0.13916,23.0,0
1731726982.7993016,4,-3.9160025,2.6265006,5.3675227,-0.20888,6.24,254
1731726982.7993016,4,-0.2705071,0.2575142,0.34102112,0.13916,9.12,0
1731726982.7993016,4,-0.30710086,0.2923503,0.3794488,0.13916,43.76,0
1731726982.7993016,4,-0.34123817,0.32484794,0.4216283,-0.13916,58.239998,0
1731726982.7993016,4,-0.37340808,0.38508847,0.44271162,-0.13916,46.64,0
1731726982.7993016,4,-0.40736642,0.42010906,0.48297262,-0.13916,19.119999,0
1731726982.7993016,4,-0.26530308,0.2628725,0.34102112,0.13916,10.5199995,0
1731726982.7993016,4,-0.30119282,0.29843342,0.3794488,0.13916,35.76,0
1731726982.7993016,4,-0.3346734,0.33160728,0.4216283,-0.13916,48.12,0
1731726982.7993016,4,-0.36563215,0.3924791,0.44271162,-0.13916,38.879997,0
1731726982.7993016,4,-0.2599929,0.26812562,0.34102112,0.13916,10.5199995,0
1731726982.7993016,4,-0.29516432,0.30439723,0.3794488,0.13916,27.64,0
1731726982.7993016,4,-0.32517913,0.3633622,0.40245065,-0.13916,39.64,0
1731726982.7993016,4,-0.25457877,0.2732715,0.34102112,0.13916,9.36,0
1731726982.7993016,4,-0.28901777,0.31023923,0.3794488,0.13916,21.359999,0
1731726982.7993016,4,-0.31784737,0.36979264,0.40245065,-0.13916,32.76,0
1731726982.7993016,4,-0.24906276,0.27830812,0.34102112,0.13916,7.8799996,0
1731726982.7993016,4,-0.28270784,0.33564258,0.36218968,0.13916,16.64,0
1731726982.7993016,4,-0.24626729,0.2807848,0.34102112,0.13916,6.52,0
1731726982.7993016,4,-0.27820247,0.34402838,0.35778323,0.13916,13.36,0
1731726982.7993016,4,-0.24060272,0.28565362,0.34102112,0.13916,5.3599997,0
1731726982.7993016,4,-0.2712667,0.34952328,0.35778323,0.13916,10.88,0
1731726982.7993016,4,-0.094225034,1.8829303,0.208222,0.6958,7.3599997,255
1731726982.7993016,4,0.07834383,1.957551,0.05879118,0.6958,7.52,255
1731726982.7993016,4,0.10967305,0.12255104,-0.41080326,-0.20888,6.52,255
1731726982.7993016,4,0.11448607,0.11806726,-0.41080326,-0.20888,6.8799996,255
1731726982.7993016,4,0.12355521,0.10854052,-0.41080326,-0.27832,6.8799996,254
1731726982.8544207,5,0.43846637,0.21767268,0.4940507,0.13916,14.12,0
1731726982.8544207,5,0.45625588,0.177383,0.4940507,0.13916,16.359999,0
1731726982.8544207,5,-0.5230951,0.27285862,0.4770967,2.15712,9.24,0
1731726982.8544207,5,-1.482818,1.4115957,0.6557998,1.32216,6.8799996,255
1731726982.8544207,5,0.38005695,0.12628283,0.40419102,0.13916,13.24,0
1731726982.8544207,5,0.46607146,0.14970484,0.4940507,0.13916,18.359999,0
1731726982.8544207,5,-1.5049468,1.244103,1.0414951,1.32216,8.639999,255
1731726982.8544207,5,-0.38130075,0.122476004,0.40419102,0.13916,17.24,0
1731726982.8544207,5,-0.46455115,0.154358,0.4940507,0.13916,19.76,0
1731726982.8544207,5,-0.37470296,0.14138006,0.40419102,0.13916,22.519999,0
1731726982.8544207,5,0.36801836,0.19667327,0.474997,0.13916,28.88,0
1731726982.8544207,5,-0.45800686,0.17281166,0.4940507,0.13916,20.119999,0
1731726982.8544207,5,-0.32761726,0.17931704,0.34102112,0.13916,10.12,0
1731726982.8544207,5,-0.36874953,0.15625109,0.40419102,0.13916,29.0,0
1731726982.8544207,5,-0.4114554,0.16951394,0.44912085,0.13916,33.52,0
1731726982.8544207,5,-0.44804603,0.2510871,0.46896726,0.13916,19.359999,0
1731726982.8544207,5,-0.32209113,0.18906339,0.34102112,0.13916,10.76,0
1731726982.8544207,5,-0.3638968,0.16724159,0.40419102,0.13916,35.52,0
1731726982.8544207,5,-0.40434754,0.18583216,0.44912085,0.13916,35.64,0
1731726982.8544207,5,-0.44293502,0.25999722,0.46896726,0.13916,17.88,0
1731726982.8544207,5,-0.31627515,0.19863959,0.34102112,0.13916,10.88,0
1731726982.8544207,5,-0.35691783,0.1816598,0.40419102,0.13916,39.64,0
1731726982.8544207,5,-0.3985915,0.19787715,0.44912085,0.13916,34.52,0
1731726982.8544207,5,-0.43493697,0.27316627,0.46896726,0.13916,15.759999,0
1731726982.8544207,5,-0.31223938,0.20492496,0.34102112,0.13916,10.36,0
1731726982.8544207,5,-0.35130826,0.192284,0.40419102,0.13916,38.879997,0
1731726982.8544207,5,-0.39035967,0.21365829,0.44912085,0.13916,30.64,0
1731726982.8544207,5,-0.30595204,0.21419851,0.34102112,0.13916,9.36,0
1731726982.8544207,5,-0.34538254,0.20273514,0.40419102,0.13916,34.0,0
1731726982.8544207,5,-0.38377523,0.22527118,0.44912085,0.13916,25.64,0
1731726982.8544207,5,-0.3016072,0.2202743,0.34102112,0.13916,8.36,0
1731726982.8544207,5,-0.339146,0.21300383,0.40419102,0.13916,27.64,0
1731726982.8544207,5,-0.37919337,0.23290111,0.44912085,0.13916,20.88,0
1731726982.8544207,5,-0.29486424,0.22922204,0.34102112,0.13916,7.24,0
1731726982.8544207,5,-0.33481836,0.21974371,0.40419102,0.13916,21.76,0
1731726982.8544207,5,-0.37203676,0.24417043,0.44912085,0.13916,16.88,0
1731726982.8544207,5,-0.3280764,0.22968787,0.40419102,0.13916,17.119999,0
1731726982.8544207,5,-0.36454535,0.25521997,0.44912085,0.13916,13.759999,0
1731726982.8544207,5,-0.32341734,0.23620301,0.40419102,0.13916,13.5199995,0
1731726982.8544207,5,-0.31567946,0.2773174,0.38366982,0.13916,10.88,0
1731726982.8544207,5,-3.6404152,3.7542892,4.77497,-0.13916,9.36,254
1731726982.8544207,5,-3.7703013,4.213016,4.5719543,-0.13916,6.52,254
1731726982.8544207,5,-3.536527,3.5749166,5.075119,-0.13916,13.5199995,254
1731726982.8544207,5,-3.5495446,3.9663377,4.860099,-0.13916,11.24,254
1731726982.9093843,6,-1.3391639,1.1529053,0.48905206,0.20888,5.12,0
1731726982.9093843,6,-1.2988142,1.3665234,0.208222,0.20888,6.7599998,255
1731726982.9093843,6,-0.3473926,0.19927125,0.40419102,0.13916,9.76,0
1731726982.9093843,6,-0.38377523,0.22527118,0.44912085,0.13916,13.88,0
1731726982.9093843,6,-0.34125903,0.20960179,0.40419102,0.13916,11.5199995,0
1731726982.9093843,6,-0.37684545,0.23668133,0.44912085,0.13916,16.359999,0
1731726982.9093843,6,-0.4147658,0.30291802,0.46896726,0.13916,13.36,0
1731726982.9093843,6,-0.33481836,0.21974371,0.40419102,0.13916,13.36,0
1731726982.9093843,6,-0.36957648,0.2478785,0.44912085,0.13916,19.119999,0
1731726982.9093843,6,-0.405493,0.3152228,0.46896726,0.13916,15.36,0
1731726982.9093843,6,-0.3280764,0.22968787,0.40419102,0.13916,15.12,0
1731726982.9093843,6,-0.36454535,0.25521997,0.44912085,0.13916,22.0,0
1731726982.9093843,6,-0.40273213,0.3262047,0.4638078,0.13916,17.24,0
1731726982.9093843,6,-0.43932697,0.3937919,0.4770967,-0.13916,5.8799996,0
1731726982.9093843,6,-0.32341734,0.23620301,0.40419102,0.13916,16.24,0
1731726982.9093843,6,-0.35985547,0.29748377,0.42631856,0.13916,24.119999,0
1731726982.9093843,6,-0.3961279,0.33419353,0.4638078,0.13916,18.76,0
1731726982.9093843,6,-0.31618676,0.2457978,0.40419102,0.13916,16.52,0
1731726982.9093843,6,-0.35077035,0.30814397,0.42631856,0.13916,24.76,0
1731726982.9093843,6,-0.38936523,0.34204873,0.4638078,0.13916,19.24,0
1731726982.9093843,6,-0.31120792,0.25207198,0.40419102,0.13916,15.5199995,0
1731726982.9093843,6,-0.34453776,0.31509727,0.42631856,0.13916,23.76,0
1731726982.9093843,6,-0.38244686,0.3497671,0.4638078,0.13916,18.76,0
1731726982.9093843,6,-0.30610457,0.2582453,0.40419102,0.13916,13.639999,0
1731726982.9093843,6,-0.3381673,0.32192457,0.42631856,0.13916,21.24,0
1731726982.9093843,6,-0.37537548,0.35734558,0.4638078,0.13916,17.24,0
1731726982.9093843,6,-0.29848236,0.2957478,0.38366982,0.13916,11.639999,0
1731726982.9093843,6,-0.3316616,0.3286231,0.42631856,0.13916,18.119999,0
1731726982.9093843,6,-0.36563215,0.3924791,0.44271162,0.13916,15.12,0
1731726982.9093843,6,-0.2925081,0.3016579,0.38366982,0.13916,9.639999,0
1731726982.9093843,6,-0.32502326,0.33519018,0.42631856,0.13916,15.0,0
1731726982.9093843,6,-0.35770994,0.3997128,0.44271162,0.13916,13.0,0
1731726982.9093843,6,-0.28641686,0.3074473,0.38366982,0.13916,7.8799996,0
1731726982.9093843,6,-0.31825492,0.34162316,0.42631856,0.13916,12.24,0
1731726982.9093843,6,0.019734012,0.10844679,-0.22772542,-4.24452,5.12,255
1731726982.9551296,7,-0.48677593,0.23561786,0.43732554,0.13916,5.12,0
1731726982.9551296,7,-0.52241963,0.3208709,0.44701362,0.6958,6.24,0
1731726983.014918,8,-0.40265372,0.23635261,0.42631856,2.85292,5.3599997,0
1731726983.014918,8,-0.35200506,0.2680384,0.35778323,-0.41748002,6.0,0
1731726983.0599394,9,-0.39538303,0.24832404,0.42631856,-0.34804,5.52,0
1731726983.121212,10,0.43626776,0.22204638,0.4940507,4.10536,7.64,0
1731726983.121212,10,0.45625588,0.177383,0.4940507,0.20888,8.5199995,0
1731726983.121212,10,0.42368612,0.13609043,0.44912085,0.13916,7.0,0
1731726983.121212,10,0.46607146,0.14970484,0.4940507,0.20888,9.36,0
1731726983.121212,10,-0.42230406,0.14032042,0.44912085,0.13916,8.36,0
1731726983.121212,10,-0.46229595,0.22376864,0.46896726,3.8270402,9.88,0
1731726983.121212,10,-0.37470296,0.14138006,0.40419102,2.99208,5.8799996,0
1731726983.121212,10,-0.41635492,0.15709586,0.44912085,0.13916,9.88,0
1731726983.121212,10,-0.4553759,0.23753473,0.46896726,3.8270402,10.0,0
1731726983.121212,10,-0.36874953,0.15625109,0.40419102,2.99208,6.8799996,0
1731726983.121212,10,-0.40729994,0.2282528,0.42631856,0.13916,11.36,0
1731726983.121212,10,-0.36237243,0.212708,0.38366982,2.99208,8.12,0
1731726983.121212,10,-0.40265372,0.23635261,0.42631856,0.13916,12.759999,0
1731726983.121212,10,-0.3558291,0.2234818,0.38366982,2.99208,9.36,0
1731726983.121212,10,-0.39538303,0.24832404,0.42631856,0.13916,13.5199995,0
1731726983.121212,10,-0.3512886,0.23055324,0.38366982,2.99208,10.24,0
1731726983.121212,10,-0.3877565,0.26007202,0.42631856,0.13916,13.5199995,0
1731726983.121212,10,-0.34421498,0.24098657,0.38366982,2.99208,10.639999,0
1731726983.121212,10,-0.38247788,0.2677746,0.42631856,-1.11328,12.88,0
1731726983.121212,10,-0.3393267,0.24782221,0.38366982,2.99208,10.24,0
1731726983.121212,10,-0.37704626,0.2753701,0.42631856,-1.11328,11.639999,0
1731726983.121212,10,-0.33430272,0.25455874,0.38366982,2.99208,9.5199995,0
1731726983.121212,10,-0.36861673,0.2865559,0.42631856,-1.11328,10.12,0
1731726983.121212,10,-0.32651672,0.26447177,0.38366982,2.99208,8.36,0
1731726983.121212,10,-0.36610693,0.29653904,0.4216283,-1.11328,8.76,0
1731726983.121212,10,-0.3211623,0.27094877,0.38366982,1.04384,7.24,0
1731726983.18526,11,-0.44593346,0.13833258,0.42631856,-4.0356402,6.12,255
1731726983.18526,11,-0.44244406,0.16190407,0.4216283,-4.0356402,7.52,255
1731726983.18526,11,-0.39009005,0.15616727,0.38366982,-2.2962801,7.3599997,0
1731726983.18526,11,-0.43588382,0.22736719,0.39755437,-3.5487201,9.12,255
1731726983.18526,11,-0.38596398,0.21629603,0.35778323,0.41748002,8.88,0
1731726983.18526,11,-0.42886767,0.24033947,0.39755437,-3.5487201,11.24,255
1731726983.18526,11,-0.38156116,0.22397153,0.35778323,0.41748002,10.639999,0
1731726983.18526,11,-0.42397544,0.24886818,0.39755437,-3.5487201,13.5199995,255
1731726983.18526,11,-0.37467134,0.23531584,0.35778323,0.41748002,12.36,0
1731726983.18526,11,-0.41631976,0.26147354,0.39755437,-3.5487201,15.36,255
1731726983.18526,11,-0.4579682,0.28763124,0.43732554,-3.5487201,9.76,255
1731726983.18526,11,-0.3698904,0.24276175,0.35778323,0.41748002,13.88,0
1731726983.18526,11,-0.41100734,0.2697471,0.39755437,-3.5487201,16.24,255
1731726983.18526,11,-0.45212436,0.2967325,0.43732554,-3.5487201,9.5199995,255
