9.999998807907104492e-01,7.481941288745019847e-09,1.177751507430713218e-10,9.978547410582905286e-08
9.999998807907104492e-01,3.502290235601890345e-09,1.246775460650439982e-10,1.020233071358234156e-07
1.000000000000000000e+00,1.325354270775846999e-10,4.618286308932795237e-11,8.449593025261492585e-09
1.000000000000000000e+00,1.596636245437821344e-08,2.290199002663584338e-10,1.790577819349437050e-08
1.000000000000000000e+00,4.155944338668504656e-11,1.573932303933212040e-11,6.148913045400661304e-10
1.000000000000000000e+00,1.159690832946980166e-11,1.944225509753483294e-11,4.698627598109794690e-10
1.000000000000000000e+00,2.515367081290520446e-11,2.695179322775853592e-11,3.127406944525290555e-10
9.999980926513671875e-01,2.321518310921533157e-09,2.443981239608206124e-09,1.852263039836543612e-06
1.000000000000000000e+00,6.671393038698569811e-12,5.703322536465549319e-11,5.406470382496308957e-09
1.000000000000000000e+00,4.562721294537608330e-12,7.460099378520101965e-12,3.724400232663072075e-10
1.000000000000000000e+00,6.461574331151354045e-12,8.746416785276878159e-11,5.865632979329404861e-10
1.000000000000000000e+00,1.426688194666736464e-12,7.055298185953962076e-12,5.716369738673066081e-11
1.000000000000000000e+00,3.491706706756914080e-12,2.344056719560949631e-11,1.395167037454569936e-10
1.000000000000000000e+00,1.219894074644400916e-09,4.639681416840346628e-10,1.511338276749540910e-09
1.000000000000000000e+00,2.848625513252045494e-08,2.362619433426971227e-09,6.574314426188720972e-09
9.999569654464721680e-01,3.307393399154534563e-07,8.410163587768693105e-08,4.260988862370140851e-05
1.000000000000000000e+00,2.959172143435218061e-11,8.148094698956498405e-11,3.665940218056107369e-09
1.000000000000000000e+00,1.219265383101131306e-10,3.130866746414717738e-11,1.086040324338455321e-08
1.000000000000000000e+00,2.336804083569177237e-10,1.887875966666285876e-11,1.455060427701937442e-08
9.999998807907104492e-01,3.331598552591685802e-09,3.660939953964437166e-11,5.928580648628667404e-08
1.000000000000000000e+00,5.629315902311304853e-10,3.742314097499033210e-11,2.932650033926620381e-08
1.000000000000000000e+00,1.315205860885626521e-10,6.322389833890440514e-11,2.682954525212721819e-09
1.000000000000000000e+00,9.527978406254078436e-11,2.761020405361858110e-11,6.681791231422096189e-10
2.109556924551725388e-03,4.868386440648464486e-07,1.568221023262594827e-06,9.978883862495422363e-01
9.998082518577575684e-01,2.493100481615329045e-08,1.391941736983426381e-06,1.903562369989231229e-04
1.000000000000000000e+00,4.272487572065664096e-11,2.797696296852336673e-09,6.638806393510776616e-09
1.000000000000000000e+00,4.553822874342472460e-10,4.682639831443680123e-10,3.579548879528715588e-10
1.000000000000000000e+00,7.087266884475695861e-11,2.982360192138600041e-10,4.048631985220652041e-10
9.997773766517639160e-01,2.214477863162755966e-04,9.159880391962360591e-07,2.382066526251946925e-07
1.000000000000000000e+00,1.634211654888417797e-09,6.687155690299206867e-11,2.636754814488995180e-08
1.000000000000000000e+00,2.739683147012783593e-09,5.341266665070953934e-11,6.472537172896863922e-09
1.000000000000000000e+00,2.295728274148700621e-09,7.870607637849857952e-11,8.494304815087616589e-09
9.999998807907104492e-01,2.145445776591259346e-08,1.022975593123476301e-09,1.369531332784390543e-07
9.998680353164672852e-01,5.262827107799239457e-05,1.227262629299730179e-07,7.916752656456083059e-05
1.000000000000000000e+00,1.580373609755270081e-10,2.175166990969756853e-11,2.456224779123772350e-09
1.000000000000000000e+00,1.201315158461113697e-10,9.041471564497083335e-12,9.404090839382206468e-10
1.000000000000000000e+00,7.450846190026894078e-11,3.688344768493223569e-11,7.552523606513261711e-10
1.000000000000000000e+00,1.308481968609331858e-11,7.857674580447060464e-12,1.301748986382023077e-10
1.000000000000000000e+00,6.254947670925048442e-10,2.798995930863856785e-11,6.495487481217310233e-10
9.999779462814331055e-01,1.875717680377420038e-05,1.638952440430330171e-08,3.302979393993155099e-06
9.999995231628417969e-01,3.677767423937439162e-09,1.031133720075239069e-10,4.791478431798168458e-07
1.000000000000000000e+00,6.746461722606511557e-10,5.121255416268288840e-12,9.564768532754897024e-09
9.999996423721313477e-01,2.580026432497106725e-07,2.233555979058721164e-10,6.514189010431437055e-08
1.000000000000000000e+00,2.699235945868849740e-09,2.138008936558577489e-10,9.140180168287770357e-09
9.999998807907104492e-01,1.121614445764862467e-07,1.011092320979400938e-09,3.256385738836797827e-08
9.999284744262695312e-01,7.079243368934839964e-05,7.687952319201940554e-08,5.907498916712938808e-07
9.999982118606567383e-01,6.870500328659545630e-07,3.449328156435171877e-09,1.115885879698907956e-06
7.069076299667358398e-01,2.912850081920623779e-01,4.785792498296359554e-06,1.802549115382134914e-03
1.000000000000000000e+00,1.999177386136086199e-11,4.694050703690777482e-10,3.289997163591351637e-09
1.000000000000000000e+00,5.920297672240559805e-12,9.595707908816031306e-12,7.387421924187620448e-11
1.000000000000000000e+00,6.228711324496316593e-09,2.607678795119028337e-10,5.843233119584567703e-10
1.000000000000000000e+00,3.060982578517723596e-08,5.046223439109098763e-09,1.759846712801049762e-09
